ENST00000331825	4754
ENST00000287380	6
ENST00000620157	959
ENST00000521913	78
ENST00000343986	1563
ENST00000615547	80
ENST00000462494	8408
ENST00000522922	429
ENST00000361624	1520
ENST00000249786	908
ENST00000308162	555
ENST00000353334	7150
ENST00000344843	204
ENST00000274065	5136
ENST00000518671	1
ENST00000523277	10
ENST00000276533	7
ENST00000261254	707
ENST00000613865	687
ENST00000350690	8
ENST00000600659	3342
ENST00000508682	51
ENST00000533567	20
ENST00000573283	2545
ENST00000343262	11175
ENST00000557342	310
ENST00000530797	470
ENST00000648548	30
ENST00000270792	378
ENST00000521534	28
ENST00000425660	8507
ENST00000422465	148
ENST00000397261	1098
ENST00000381995	103
ENST00000230050	4985
ENST00000407193	5041
ENST00000396070	112
ENST00000375040	42
ENST00000314852	60
ENST00000648006	8343
ENST00000540040	228
ENST00000265044	473
ENST00000216146	4233
ENST00000228136	314
ENST00000492691	3
ENST00000220514	28
ENST00000396172	18
ENST00000579260	564
ENST00000260443	195
ENST00000374213	1219
ENST00000403532	3
ENST00000334884	32
ENST00000600584	30
ENST00000601786	12
ENST00000557016	590
ENST00000651669	3357
ENST00000412023	4
ENST00000602547	21
ENST00000393099	911
ENST00000298289	867
ENST00000044462	193
ENST00000563454	3
ENST00000435633	106
ENST00000498603	143
ENST00000215754	3964
ENST00000377615	307
ENST00000374077	142
ENST00000347512	1215
ENST00000569365	303
ENST00000479035	2423
ENST00000646909	496
ENST00000229390	56
ENST00000463954	3
ENST00000251453	3090
ENST00000449592	115
ENST00000292614	229
ENST00000380394	7603
ENST00000311528	4429
ENST00000558815	185
ENST00000334668	64
ENST00000234590	1285
ENST00000484604	29
ENST00000622645	34
ENST00000286788	201
ENST00000394077	1631
ENST00000538367	281
ENST00000264380	40
ENST00000309032	55
ENST00000254616	97
ENST00000527302	86
ENST00000330029	686
ENST00000223324	89
ENST00000394920	457
ENST00000648839	4060
ENST00000583931	414
ENST00000414641	3
ENST00000480395	13
ENST00000318388	537
ENST00000373232	445
ENST00000537373	17
ENST00000344746	1125
ENST00000643754	3286
ENST00000259608	101
ENST00000483763	7
ENST00000257336	5
ENST00000646449	996
ENST00000222247	3455
ENST00000310441	9
ENST00000648890	2
ENST00000276079	212
ENST00000469615	17
ENST00000311549	2914
ENST00000391857	5443
ENST00000316448	1984
ENST00000037243	331
ENST00000621317	9
ENST00000412585	1347
ENST00000602795	22
ENST00000264279	183
ENST00000371276	10
ENST00000453396	40
ENST00000252934	116
ENST00000547649	864
ENST00000398606	2023
ENST00000493111	38
ENST00000556230	1844
ENST00000218758	29
ENST00000007516	248
ENST00000315717	822
ENST00000271324	157
ENST00000233143	5282
ENST00000491435	16
ENST00000346234	114
ENST00000367419	41
ENST00000424325	2752
ENST00000529639	1436
ENST00000392562	100
ENST00000238892	40
ENST00000331523	953
ENST00000485064	70
ENST00000392514	2828
ENST00000442263	25
ENST00000543619	12
ENST00000330188	42
ENST00000473414	32
ENST00000442832	32
ENST00000332995	869
ENST00000334529	146
ENST00000527673	5647
ENST00000473373	37
ENST00000270625	1834
ENST00000336023	1165
ENST00000361739	2108
ENST00000361556	8
ENST00000495826	10
ENST00000289577	144
ENST00000322030	1472
ENST00000260379	8412
ENST00000582556	290
ENST00000264933	72
ENST00000629438	42
ENST00000613922	145
ENST00000262065	70
ENST00000526234	8
ENST00000225655	3554
ENST00000390312	677
ENST00000261303	111
ENST00000270586	235
ENST00000531188	4322
ENST00000424576	757
ENST00000280969	98
ENST00000303731	107
ENST00000523016	22
ENST00000422447	1816
ENST00000228306	782
ENST00000307961	2643
ENST00000412770	8
ENST00000552936	1
ENST00000510678	527
ENST00000520242	181
ENST00000372025	66
ENST00000579925	12
ENST00000259254	179
ENST00000479928	354
ENST00000510711	2
ENST00000356769	1144
ENST00000474973	1101
ENST00000504562	394
ENST00000329235	447
ENST00000341423	344
ENST00000593262	45
ENST00000400093	60
ENST00000375645	7
ENST00000313511	201
ENST00000466674	105
ENST00000401609	1248
ENST00000368926	170
ENST00000237858	261
ENST00000577407	1048
ENST00000504293	687
ENST00000352983	3495
ENST00000375151	89
ENST00000615138	12
ENST00000309594	223
ENST00000009530	1189
ENST00000553601	1
ENST00000287038	2090
ENST00000321301	402
ENST00000439602	6539
ENST00000396682	50
ENST00000618172	13
ENST00000361381	1354
ENST00000317168	18
ENST00000446419	20
ENST00000369722	425
ENST00000372360	216
ENST00000454079	920
ENST00000284727	595
ENST00000354546	172
ENST00000438607	1012
ENST00000322753	339
ENST00000349901	25
ENST00000532829	199
ENST00000309615	6
ENST00000647841	3475
ENST00000464611	3169
ENST00000394667	2003
ENST00000206451	449
ENST00000512737	624
ENST00000284971	467
ENST00000456292	85
ENST00000269321	104
ENST00000589115	29
ENST00000311506	18
ENST00000254801	923
ENST00000614544	93
ENST00000309311	839
ENST00000228740	31
ENST00000400198	710
ENST00000237500	350
ENST00000602725	201
ENST00000350498	145
ENST00000390325	2296
ENST00000599898	88
ENST00000224337	50
ENST00000215909	943
ENST00000449575	2
ENST00000393432	544
ENST00000368921	12
ENST00000470649	19
ENST00000502534	2078
ENST00000390559	1780
ENST00000568682	1
ENST00000258648	92
ENST00000466297	10
ENST00000618781	45
ENST00000398598	100
ENST00000229270	877
ENST00000428559	32
ENST00000585934	52
ENST00000496583	5
ENST00000396383	11
ENST00000580887	52
ENST00000333130	108
ENST00000399138	43
ENST00000368141	54
ENST00000374662	21
ENST00000593863	772
ENST00000202773	3459
ENST00000340573	56
ENST00000493053	57
ENST00000483009	29
ENST00000421922	10
ENST00000471696	114
ENST00000264993	333
ENST00000466213	67
ENST00000237654	116
ENST00000589913	606
ENST00000568588	572
ENST00000418931	967
ENST00000358435	505
ENST00000373991	30
ENST00000534180	54
ENST00000367739	159
ENST00000615060	746
ENST00000303577	619
ENST00000592588	1648
ENST00000485390	765
ENST00000543751	3
ENST00000422285	85
ENST00000303904	132
ENST00000538039	28
ENST00000619989	15
ENST00000415930	114
ENST00000356731	509
ENST00000302907	2152
ENST00000301488	88
ENST00000235090	55
ENST00000485439	431
ENST00000242480	5
ENST00000400379	2
ENST00000468598	86
ENST00000392452	15
ENST00000359766	289
ENST00000515792	79
ENST00000311481	115
ENST00000396856	311
ENST00000467076	88
ENST00000570569	5
ENST00000529123	17
ENST00000620395	182
ENST00000267953	244
ENST00000287590	124
ENST00000647248	2586
ENST00000469425	12
ENST00000537020	30
ENST00000427674	19
ENST00000392246	199
ENST00000443003	401
ENST00000240651	31
ENST00000243997	1466
ENST00000648638	543
ENST00000275036	225
ENST00000377795	546
ENST00000415719	251
ENST00000508595	156
ENST00000533872	96
ENST00000442668	7
ENST00000374881	71
ENST00000579649	344
ENST00000394231	74
ENST00000295688	148
ENST00000307839	2918
ENST00000322716	195
ENST00000406376	240
ENST00000641837	3369
ENST00000598742	6713
ENST00000216223	35
ENST00000601655	186
ENST00000338970	1127
ENST00000618976	22
ENST00000266659	41
ENST00000264161	152
ENST00000396049	416
ENST00000316084	6436
ENST00000409320	161
ENST00000409733	953
ENST00000547997	9
ENST00000380191	539
ENST00000355731	239
ENST00000311806	30
ENST00000514825	7
ENST00000473578	139
ENST00000472226	619
ENST00000355740	10
ENST00000578049	975
ENST00000543510	94
ENST00000216121	102
ENST00000534440	26
ENST00000316157	135
ENST00000525828	581
ENST00000591247	219
ENST00000343139	447
ENST00000572008	2362
ENST00000328379	103
ENST00000612948	30
ENST00000671528	3
ENST00000536854	20
ENST00000476196	108
ENST00000409115	1211
ENST00000288548	1
ENST00000334660	371
ENST00000380384	797
ENST00000466742	6
ENST00000403094	4
ENST00000484616	151
ENST00000321153	4301
ENST00000374279	417
ENST00000296417	819
ENST00000366610	245
ENST00000228825	546
ENST00000272317	3886
ENST00000396705	835
ENST00000576544	82
ENST00000371953	554
ENST00000619352	461
ENST00000369660	22
ENST00000498402	2
ENST00000511203	19
ENST00000304043	895
ENST00000256689	356
ENST00000527196	1
ENST00000469941	42
ENST00000302850	283
ENST00000225430	3420
ENST00000361899	1018
ENST00000333219	16
ENST00000253452	1016
ENST00000357065	55
ENST00000374050	149
ENST00000497872	178
ENST00000379731	523
ENST00000579248	391
ENST00000521466	688
ENST00000264335	1238
ENST00000614077	801
ENST00000535387	1
ENST00000394804	30
ENST00000589228	38
ENST00000296930	1279
ENST00000552242	109
ENST00000619601	579
ENST00000592540	333
ENST00000472016	1
ENST00000485387	39
ENST00000449470	416
ENST00000527715	17
ENST00000378330	4
ENST00000645674	2124
ENST00000511472	97
ENST00000374550	977
ENST00000374135	33
ENST00000407418	1177
ENST00000352397	110
ENST00000323076	394
ENST00000464350	2
ENST00000370751	586
ENST00000474540	24
ENST00000569857	84
ENST00000418441	40
ENST00000380276	77
ENST00000420826	854
ENST00000374358	80
ENST00000266079	58
ENST00000283632	93
ENST00000317635	46
ENST00000264431	4
ENST00000261070	527
ENST00000403564	345
ENST00000575087	238
ENST00000309268	3173
ENST00000649813	604
ENST00000228510	15
ENST00000361427	998
ENST00000302182	496
ENST00000221975	859
ENST00000263168	3709
ENST00000562833	280
ENST00000389629	117
ENST00000344063	2424
ENST00000653642	1
ENST00000221972	373
ENST00000456793	1009
ENST00000525634	2887
ENST00000483260	18
ENST00000375882	135
ENST00000290200	32
ENST00000323345	2002
ENST00000394580	396
ENST00000242591	1
ENST00000488803	336
ENST00000340866	55
ENST00000546500	1115
ENST00000371224	29
ENST00000614668	6
ENST00000308910	197
ENST00000259037	94
ENST00000559775	11
ENST00000339397	8
ENST00000219235	2575
ENST00000253048	103
ENST00000589097	51
ENST00000486765	46
ENST00000477892	250
ENST00000474345	1
ENST00000425013	33
ENST00000253023	19
ENST00000533626	234
ENST00000261973	26
ENST00000527446	382
ENST00000303127	205
ENST00000331434	27
ENST00000642270	304
ENST00000369620	1
ENST00000466227	1019
ENST00000295025	90
ENST00000549098	396
ENST00000299980	150
ENST00000345264	58
ENST00000265333	96
ENST00000602676	1204
ENST00000613953	848
ENST00000439025	25
ENST00000398427	6
ENST00000346798	6
ENST00000297071	284
ENST00000532567	369
ENST00000374517	832
ENST00000253039	2138
ENST00000443081	22
ENST00000552540	179
ENST00000466588	73
ENST00000651545	2096
ENST00000360004	1602
ENST00000361479	138
ENST00000409341	71
ENST00000312943	17
ENST00000286523	121
ENST00000380633	605
ENST00000373218	180
ENST00000274137	194
ENST00000439424	80
ENST00000448864	784
ENST00000374206	101
ENST00000401695	802
ENST00000449901	118
ENST00000337929	53
ENST00000530225	92
ENST00000482103	25
ENST00000371084	25
ENST00000223641	721
ENST00000500893	8
ENST00000322275	16
ENST00000307365	465
ENST00000579083	10
ENST00000583011	534
ENST00000322244	349
ENST00000544257	2
ENST00000468715	132
ENST00000552861	6
ENST00000316804	159
ENST00000391752	509
ENST00000267838	4
ENST00000314138	1995
ENST00000262394	304
ENST00000594671	7
ENST00000327839	76
ENST00000373493	283
ENST00000647444	214
ENST00000510898	10
ENST00000317881	541
ENST00000525451	853
ENST00000259006	189
ENST00000301821	2100
ENST00000233609	575
ENST00000529806	208
ENST00000481109	3
ENST00000552361	980
ENST00000404735	1141
ENST00000542104	385
ENST00000646641	310
ENST00000489392	51
ENST00000576436	20
ENST00000280154	637
ENST00000265523	122
ENST00000360270	119
ENST00000649308	3
ENST00000325307	34
ENST00000394104	8
ENST00000656825	569
ENST00000621131	16
ENST00000396680	40
ENST00000512805	2009
ENST00000520527	8
ENST00000217901	59
ENST00000293422	384
ENST00000380708	12
ENST00000553995	3
ENST00000336458	534
ENST00000285737	148
ENST00000439174	17
ENST00000510411	493
ENST00000247866	299
ENST00000361611	103
ENST00000639628	58
ENST00000649279	9
ENST00000499247	146
ENST00000300688	987
ENST00000574285	82
ENST00000544920	597
ENST00000368636	244
ENST00000373627	6
ENST00000486685	17
ENST00000550641	4
ENST00000355356	151
ENST00000380466	35
ENST00000264258	2264
ENST00000316149	60
ENST00000531978	196
ENST00000411529	72
ENST00000332298	38
ENST00000469763	3
ENST00000345865	21
ENST00000496813	539
ENST00000296503	287
ENST00000399891	7
ENST00000536684	591
ENST00000545075	195
ENST00000356978	350
ENST00000263100	10
ENST00000343985	7
ENST00000469144	20
ENST00000550856	41
ENST00000341550	6
ENST00000468812	3738
ENST00000519807	138
ENST00000409753	64
ENST00000246747	171
ENST00000398947	82
ENST00000455785	178
ENST00000540557	9
ENST00000546989	125
ENST00000540210	1
ENST00000356464	997
ENST00000451315	212
ENST00000470492	43
ENST00000627059	83
ENST00000393820	237
ENST00000233575	66
ENST00000234875	1559
ENST00000253788	1525
ENST00000357052	52
ENST00000375401	11
ENST00000400259	384
ENST00000344595	18
ENST00000374078	174
ENST00000305533	72
ENST00000272298	190
ENST00000286953	460
ENST00000563390	2534
ENST00000304786	303
ENST00000361441	1007
ENST00000314940	398
ENST00000358307	10
ENST00000418032	10
ENST00000456935	36
ENST00000301072	84
ENST00000506871	6
ENST00000559463	735
ENST00000313104	297
ENST00000594493	298
ENST00000185150	23
ENST00000408968	768
ENST00000429723	7
ENST00000342907	34
ENST00000358888	974
ENST00000378288	12
ENST00000526409	373
ENST00000376509	722
ENST00000554455	107
ENST00000362079	1218
ENST00000380542	72
ENST00000584164	526
ENST00000418115	692
ENST00000431606	23
ENST00000332180	5
ENST00000298316	303
ENST00000395663	20
ENST00000356892	65
ENST00000336617	32
ENST00000397496	63
ENST00000311350	73
ENST00000225972	47
ENST00000271732	60
ENST00000298510	374
ENST00000373464	37
ENST00000273064	806
ENST00000419783	613
ENST00000400274	3
ENST00000222190	41
ENST00000275080	27
ENST00000242465	1174
ENST00000348108	73
ENST00000267884	780
ENST00000543796	1247
ENST00000380377	270
ENST00000371361	16
ENST00000288532	42
ENST00000353411	608
ENST00000490191	981
ENST00000436473	260
ENST00000488633	43
ENST00000530109	5
ENST00000403609	6
ENST00000494976	2
ENST00000578386	14
ENST00000414273	71
ENST00000378670	273
ENST00000290541	702
ENST00000394054	43
ENST00000646370	222
ENST00000339809	3
ENST00000298966	39
ENST00000377982	39
ENST00000315758	267
ENST00000461263	23
ENST00000264832	80
ENST00000593149	27
ENST00000649377	56
ENST00000644362	275
ENST00000318471	4
ENST00000442366	21
ENST00000567435	25
ENST00000551589	47
ENST00000472077	9
ENST00000263384	82
ENST00000285243	142
ENST00000229214	83
ENST00000359856	301
ENST00000373547	51
ENST00000526895	1465
ENST00000396861	1236
ENST00000285848	52
ENST00000381125	39
ENST00000300289	235
ENST00000622390	31
ENST00000321792	4
ENST00000440335	9
ENST00000272065	179
ENST00000518139	131
ENST00000291568	242
ENST00000216639	66
ENST00000371437	621
ENST00000249071	432
ENST00000337003	44
ENST00000473989	5
ENST00000367679	259
ENST00000359681	458
ENST00000311604	331
ENST00000468918	41
ENST00000550550	8
ENST00000428425	33
ENST00000258416	72
ENST00000429687	21
ENST00000480769	11
ENST00000331035	33
ENST00000642812	1
ENST00000440180	49
ENST00000263063	174
ENST00000374724	1
ENST00000454859	30
ENST00000521291	594
ENST00000419621	16
ENST00000651476	21
ENST00000370949	9
ENST00000378119	1165
ENST00000373316	1344
ENST00000581068	19
ENST00000544844	216
ENST00000398148	36
ENST00000309988	19
ENST00000420244	111
ENST00000532635	29
ENST00000372862	1
ENST00000373768	116
ENST00000509910	173
ENST00000254998	54
ENST00000464889	13
ENST00000599564	7
ENST00000453744	119
ENST00000426897	32
ENST00000480716	7
ENST00000560033	1
ENST00000571874	25
ENST00000373204	55
ENST00000373626	61
ENST00000309579	528
ENST00000184266	358
ENST00000271843	155
ENST00000319622	90
ENST00000390598	124
ENST00000439590	455
ENST00000456586	341
ENST00000373564	5
ENST00000368608	422
ENST00000530705	1780
ENST00000300870	24
ENST00000549992	80
ENST00000280326	185
ENST00000526307	8
ENST00000233615	39
ENST00000331366	318
ENST00000330062	157
ENST00000274242	1338
ENST00000418625	47
ENST00000244020	778
ENST00000395422	903
ENST00000313285	25
ENST00000295955	1182
ENST00000402285	416
ENST00000372994	176
ENST00000495288	35
ENST00000652691	242
ENST00000253794	150
ENST00000290299	498
ENST00000370081	286
ENST00000465618	245
ENST00000593052	273
ENST00000368865	498
ENST00000302754	129
ENST00000246015	7
ENST00000253339	1
ENST00000276096	18
ENST00000422689	39
ENST00000504763	2
ENST00000316052	30
ENST00000527517	11
ENST00000375549	230
ENST00000540430	332
ENST00000378667	133
ENST00000466501	149
ENST00000265471	69
ENST00000531120	284
ENST00000379103	21
ENST00000326092	349
ENST00000560637	44
ENST00000361564	221
ENST00000430176	3
ENST00000447985	1
ENST00000367091	82
ENST00000397066	79
ENST00000374005	33
ENST00000268057	6
ENST00000356683	5
ENST00000368409	15
ENST00000398733	219
ENST00000217893	110
ENST00000439977	112
ENST00000418596	25
ENST00000588974	4
ENST00000534980	999
ENST00000642390	57
ENST00000402399	86
ENST00000629042	427
ENST00000355315	69
ENST00000344423	39
ENST00000612396	145
ENST00000453386	32
ENST00000621356	205
ENST00000645045	77
ENST00000556260	60
ENST00000262482	26
ENST00000247655	915
ENST00000593731	306
ENST00000318066	242
ENST00000532746	209
ENST00000357878	179
ENST00000377803	1
ENST00000526555	26
ENST00000293831	288
ENST00000565265	1
ENST00000467075	697
ENST00000463328	5
ENST00000222567	13
ENST00000392221	386
ENST00000376529	1
ENST00000310823	69
ENST00000569858	132
ENST00000373212	187
ENST00000395047	94
ENST00000217515	77
ENST00000372813	38
ENST00000562336	118
ENST00000550657	44
ENST00000304511	26
ENST00000498367	263
ENST00000312037	734
ENST00000273582	136
ENST00000369278	28
ENST00000345097	12
ENST00000306465	10
ENST00000373943	60
ENST00000290349	50
ENST00000315377	757
ENST00000311111	1554
ENST00000358406	74
ENST00000643371	3
ENST00000367262	31
ENST00000618852	78
ENST00000391826	115
ENST00000321442	333
ENST00000374266	63
ENST00000400137	588
ENST00000273258	144
ENST00000322067	15
ENST00000279259	101
ENST00000372285	235
ENST00000394140	86
ENST00000521861	386
ENST00000579457	50
ENST00000262461	274
ENST00000595047	2
ENST00000507485	13
ENST00000514682	429
ENST00000637539	511
ENST00000262646	93
ENST00000555740	1
ENST00000392993	5
ENST00000467168	154
ENST00000263556	28
ENST00000559604	1
ENST00000393930	5
ENST00000322723	171
ENST00000515098	10
ENST00000568794	26
ENST00000433297	155
ENST00000278840	36
ENST00000253108	216
ENST00000599705	93
ENST00000620197	30
ENST00000304800	47
ENST00000581066	111
ENST00000579408	306
ENST00000275767	19
ENST00000376263	148
ENST00000252711	88
ENST00000370086	188
ENST00000490569	204
ENST00000263774	132
ENST00000597595	124
ENST00000341369	630
ENST00000507463	25
ENST00000375114	39
ENST00000541679	4
ENST00000310454	5
ENST00000252593	504
ENST00000380749	99
ENST00000558580	1
ENST00000650309	422
ENST00000600467	708
ENST00000317977	6
ENST00000396210	29
ENST00000301071	83
ENST00000331244	120
ENST00000263672	176
ENST00000412716	40
ENST00000341307	10
ENST00000367833	101
ENST00000372070	86
ENST00000312515	148
ENST00000541810	3
ENST00000428099	10
ENST00000427426	112
ENST00000493224	245
ENST00000370608	73
ENST00000248553	339
ENST00000471395	5
ENST00000620401	19
ENST00000648346	44
ENST00000267935	36
ENST00000413699	625
ENST00000281382	42
ENST00000602402	568
ENST00000648437	890
ENST00000437248	6
ENST00000454368	10
ENST00000373944	55
ENST00000341500	261
ENST00000651486	6
ENST00000564138	58
ENST00000440235	22
ENST00000527646	9
ENST00000530673	1
ENST00000325509	102
ENST00000361665	4
ENST00000305135	10
ENST00000337002	134
ENST00000645496	1203
ENST00000327827	37
ENST00000595090	69
ENST00000409879	8
ENST00000429979	21
ENST00000407721	16
ENST00000223321	728
ENST00000412304	46
ENST00000318607	424
ENST00000397622	171
ENST00000448876	53
ENST00000360843	500
ENST00000370641	305
ENST00000394606	63
ENST00000396957	374
ENST00000395044	204
ENST00000215631	34
ENST00000221847	354
ENST00000536368	92
ENST00000537328	422
ENST00000548563	93
ENST00000469717	30
ENST00000502346	98
ENST00000512369	27
ENST00000527186	20
ENST00000225941	68
ENST00000592268	4
ENST00000233025	242
ENST00000491294	12
ENST00000427217	51
ENST00000496335	4
ENST00000300093	71
ENST00000272274	474
ENST00000295685	269
ENST00000545081	2
ENST00000571133	170
ENST00000530398	23
ENST00000650747	1
ENST00000321265	199
ENST00000541961	23
ENST00000547475	17
ENST00000644483	8
ENST00000487431	626
ENST00000381718	1
ENST00000508775	173
ENST00000463675	13
ENST00000357790	268
ENST00000266771	131
ENST00000592623	277
ENST00000484430	111
ENST00000464942	10
ENST00000265069	23
ENST00000390294	14
ENST00000390237	336
ENST00000390243	215
ENST00000404989	8
ENST00000308961	331
ENST00000367435	18
ENST00000464716	78
ENST00000251775	83
ENST00000369956	16
ENST00000443940	1
ENST00000322203	2291
ENST00000314133	636
ENST00000558131	180
ENST00000381032	1
ENST00000344548	537
ENST00000479563	279
ENST00000503339	1
ENST00000317571	97
ENST00000448223	10
ENST00000368655	82
ENST00000540914	3
ENST00000354618	1164
ENST00000407075	1
ENST00000481263	3
ENST00000341942	64
ENST00000291552	123
ENST00000324306	8
ENST00000535170	5
ENST00000601521	623
ENST00000393196	385
ENST00000517671	262
ENST00000252603	90
ENST00000287025	24
ENST00000398174	5
ENST00000496438	2
ENST00000460225	1
ENST00000607003	71
ENST00000529272	98
ENST00000649578	42
ENST00000646601	141
ENST00000356537	46
ENST00000455127	38
ENST00000574190	7
ENST00000379221	176
ENST00000476552	17
ENST00000233468	326
ENST00000380629	118
ENST00000296161	174
ENST00000555463	9
ENST00000548065	37
ENST00000442744	499
ENST00000324460	368
ENST00000053468	66
ENST00000319006	127
ENST00000233893	546
ENST00000220849	541
ENST00000321757	155
ENST00000355681	10
ENST00000305786	233
ENST00000448750	246
ENST00000564243	8
ENST00000414487	350
ENST00000524496	150
ENST00000412331	119
ENST00000522791	7
ENST00000296684	180
ENST00000393104	560
ENST00000528097	119
ENST00000600535	4
ENST00000300026	595
ENST00000430147	1
ENST00000610552	5
ENST00000574425	24
ENST00000432191	4
ENST00000488122	117
ENST00000341162	16
ENST00000442819	505
ENST00000376573	1254
ENST00000379638	104
ENST00000645391	95
ENST00000511900	54
ENST00000253686	113
ENST00000620041	156
ENST00000256497	812
ENST00000473651	2
ENST00000319826	511
ENST00000373998	3
ENST00000262030	445
ENST00000591899	489
ENST00000610664	115
ENST00000309784	206
ENST00000370372	51
ENST00000369103	254
ENST00000377071	7
ENST00000392464	2
ENST00000491736	11
ENST00000406477	2
ENST00000341446	67
ENST00000483581	9
ENST00000373912	88
ENST00000369244	8
ENST00000276520	10
ENST00000599962	27
ENST00000587303	1
ENST00000257904	137
ENST00000238688	117
ENST00000532091	15
ENST00000243253	73
ENST00000620514	65
ENST00000504986	109
ENST00000440481	4
ENST00000480179	1
ENST00000309983	29
ENST00000395284	126
ENST00000495293	22
ENST00000459854	35
ENST00000360840	109
ENST00000545173	53
ENST00000612977	46
ENST00000402338	17
ENST00000322347	812
ENST00000376588	14
ENST00000511316	13
ENST00000285930	93
ENST00000530428	9
ENST00000260447	61
ENST00000540980	22
ENST00000335174	349
ENST00000476391	27
ENST00000281038	26
ENST00000526639	35
ENST00000655399	51
ENST00000534802	4
ENST00000650274	4
ENST00000612061	33
ENST00000356487	256
ENST00000395248	39
ENST00000474503	2
ENST00000254810	494
ENST00000600213	976
ENST00000507327	100
ENST00000466525	85
ENST00000380668	250
ENST00000389879	25
ENST00000245458	1784
ENST00000254193	219
ENST00000314355	333
ENST00000039989	16
ENST00000445930	65
ENST00000450253	382
ENST00000396183	221
ENST00000301522	476
ENST00000307564	33
ENST00000256366	97
ENST00000428468	11
ENST00000256433	134
ENST00000341394	20
ENST00000613852	27
ENST00000367558	95
ENST00000498485	9
ENST00000368003	184
ENST00000417088	115
ENST00000477703	31
ENST00000382952	109
ENST00000373703	46
ENST00000486733	45
ENST00000464595	281
ENST00000376630	321
ENST00000263955	384
ENST00000262061	161
ENST00000355968	192
ENST00000281141	159
ENST00000409190	152
ENST00000358170	3
ENST00000354947	22
ENST00000250101	176
ENST00000442788	139
ENST00000222402	46
ENST00000649156	4
ENST00000258459	7
ENST00000337288	51
ENST00000263904	71
ENST00000455976	226
ENST00000397519	27
ENST00000395443	77
ENST00000468844	313
ENST00000474632	11
ENST00000311507	98
ENST00000393349	3
ENST00000457354	381
ENST00000524904	14
ENST00000295830	366
ENST00000302392	10
ENST00000588234	338
ENST00000356126	97
ENST00000372209	146
ENST00000646852	8
ENST00000596288	36
ENST00000531940	2
ENST00000263776	8
ENST00000421731	91
ENST00000409197	21
ENST00000374922	105
ENST00000262940	62
ENST00000577222	1357
ENST00000389902	7
ENST00000308153	45
ENST00000283122	90
ENST00000477171	4
ENST00000265462	372
ENST00000368830	76
ENST00000652974	183
ENST00000300851	7
ENST00000314163	4
ENST00000612671	5
ENST00000329117	3
ENST00000479949	5
ENST00000391851	225
ENST00000310574	27
ENST00000571227	13
ENST00000392807	42
ENST00000557802	3
ENST00000355520	81
ENST00000281924	1
ENST00000345523	51
ENST00000511048	7
ENST00000380733	34
ENST00000525340	383
ENST00000496582	32
ENST00000329276	32
ENST00000260118	58
ENST00000300291	117
ENST00000203407	216
ENST00000377022	28
ENST00000521580	47
ENST00000296252	18
ENST00000621943	18
ENST00000402297	82
ENST00000543473	34
ENST00000369644	3
ENST00000479858	1
ENST00000587470	158
ENST00000592790	266
ENST00000496817	28
ENST00000526562	65
ENST00000647897	55
ENST00000488919	2
ENST00000544426	2
ENST00000409747	39
